subject,predicate,object,evidence_type
External intercostal 9,attaches_to,Ribs 9,anatomy_textbook
External intercostal 9,attaches_to,Ribs 10,anatomy_textbook
External intercostal 9,innervated_by,Intercostal Nerve T9,anatomy_textbook
External intercostal 9,has_action,rib_elevation,anatomy_textbook
External intercostal 10,attaches_to,Ribs 10,anatomy_textbook
External intercostal 10,attaches_to,Ribs 11,anatomy_textbook
External intercostal 10,innervated_by,Intercostal Nerve T10,anatomy_textbook
External intercostal 10,has_action,rib_elevation,anatomy_textbook
External intercostal 11,attaches_to,Ribs 11,anatomy_textbook
External intercostal 11,attaches_to,Ribs 12,anatomy_textbook
External intercostal 11,innervated_by,Intercostal Nerve T11,anatomy_textbook
External intercostal 11,has_action,rib_elevation,anatomy_textbook
Internal intercostal 1,attaches_to,Ribs 1,anatomy_textbook
Internal intercostal 1,attaches_to,Ribs 2,anatomy_textbook
Internal intercostal 1,innervated_by,Intercostal Nerve T1,anatomy_textbook
Internal intercostal 1,has_action,rib_depression,anatomy_textbook
Internal intercostal 2,attaches_to,Ribs 2,anatomy_textbook
Internal intercostal 2,attaches_to,Ribs 3,anatomy_textbook
Internal intercostal 2,innervated_by,Intercostal Nerve T2,anatomy_textbook
Internal intercostal 2,has_action,rib_depression,anatomy_textbook
Internal intercostal 3,attaches_to,Ribs 3,anatomy_textbook
Internal intercostal 3,attaches_to,Ribs 4,anatomy_textbook
Internal intercostal 3,innervated_by,Intercostal Nerve T3,anatomy_textbook
Internal intercostal 3,has_action,rib_depression,anatomy_textbook
Internal intercostal 4,attaches_to,Ribs 4,anatomy_textbook
Internal intercostal 4,attaches_to,Ribs 5,anatomy_textbook
Internal intercostal 4,innervated_by,Intercostal Nerve T4,anatomy_textbook
Internal intercostal 4,has_action,rib_depression,anatomy_textbook
Internal intercostal 5,attaches_to,Ribs 5,anatomy_textbook
Internal intercostal 5,attaches_to,Ribs 6,anatomy_textbook
Internal intercostal 5,innervated_by,Intercostal Nerve T5,anatomy_textbook
Internal intercostal 5,has_action,rib_depression,anatomy_textbook
Internal intercostal 6,attaches_to,Ribs 6,anatomy_textbook
Internal intercostal 6,attaches_to,Ribs 7,anatomy_textbook
Internal intercostal 6,innervated_by,Intercostal Nerve T6,anatomy_textbook
Internal intercostal 6,has_action,rib_depression,anatomy_textbook
Internal intercostal 7,attaches_to,Ribs 7,anatomy_textbook
Internal intercostal 7,attaches_to,Ribs 8,anatomy_textbook
Internal intercostal 7,innervated_by,Intercostal Nerve T7,anatomy_textbook
Internal intercostal 7,has_action,rib_depression,anatomy_textbook
Internal intercostal 8,attaches_to,Ribs 8,anatomy_textbook
Internal intercostal 8,attaches_to,Ribs 9,anatomy_textbook
Internal intercostal 8,innervated_by,Intercostal Nerve T8,anatomy_textbook
Internal intercostal 8,has_action,rib_depression,anatomy_textbook
Internal intercostal 9,attaches_to,Ribs 9,anatomy_textbook
Internal intercostal 9,attaches_to,Ribs 10,anatomy_textbook
Internal intercostal 9,innervated_by,Intercostal Nerve T9,anatomy_textbook
Internal intercostal 9,has_action,rib_depression,anatomy_textbook
Internal intercostal 10,attaches_to,Ribs 10,anatomy_textbook
Internal intercostal 10,attaches_to,Ribs 11,anatomy_textbook
Internal intercostal 10,innervated_by,Intercostal Nerve T10,anatomy_textbook
Internal intercostal 10,has_action,rib_depression,anatomy_textbook
Internal intercostal 11,attaches_to,Ribs 11,anatomy_textbook
Internal intercostal 11,attaches_to,Ribs 12,anatomy_textbook
Internal intercostal 11,innervated_by,Intercostal Nerve T11,anatomy_textbook
Internal intercostal 11,has_action,rib_depression,anatomy_textbook
Innermost intercostal 1,attaches_to,Ribs 1,anatomy_textbook
Innermost intercostal 1,attaches_to,Ribs 2,anatomy_textbook
Innermost intercostal 1,innervated_by,Intercostal Nerve T1,anatomy_textbook
Innermost intercostal 1,has_action,rib_depression,anatomy_textbook
Innermost intercostal 2,attaches_to,Ribs 2,anatomy_textbook
Innermost intercostal 2,attaches_to,Ribs 3,anatomy_textbook
Innermost intercostal 2,innervated_by,Intercostal Nerve T2,anatomy_textbook
Innermost intercostal 2,has_action,rib_depression,anatomy_textbook
Innermost intercostal 3,attaches_to,Ribs 3,anatomy_textbook
Innermost intercostal 3,attaches_to,Ribs 4,anatomy_textbook
Innermost intercostal 3,innervated_by,Intercostal Nerve T3,anatomy_textbook
Innermost intercostal 3,has_action,rib_depression,anatomy_textbook
Innermost intercostal 4,attaches_to,Ribs 4,anatomy_textbook
Innermost intercostal 4,attaches_to,Ribs 5,anatomy_textbook
Innermost intercostal 4,innervated_by,Intercostal Nerve T4,anatomy_textbook
Innermost intercostal 4,has_action,rib_depression,anatomy_textbook
Innermost intercostal 5,attaches_to,Ribs 5,anatomy_textbook
Innermost intercostal 5,attaches_to,Ribs 6,anatomy_textbook
Innermost intercostal 5,innervated_by,Intercostal Nerve T5,anatomy_textbook
Innermost intercostal 5,has_action,rib_depression,anatomy_textbook
Innermost intercostal 6,attaches_to,Ribs 6,anatomy_textbook
Innermost intercostal 6,attaches_to,Ribs 7,anatomy_textbook
Innermost intercostal 6,innervated_by,Intercostal Nerve T6,anatomy_textbook
Innermost intercostal 6,has_action,rib_depression,anatomy_textbook
Innermost intercostal 7,attaches_to,Ribs 7,anatomy_textbook
Innermost intercostal 7,attaches_to,Ribs 8,anatomy_textbook
Innermost intercostal 7,innervated_by,Intercostal Nerve T7,anatomy_textbook
Innermost intercostal 7,has_action,rib_depression,anatomy_textbook
Innermost intercostal 8,attaches_to,Ribs 8,anatomy_textbook
Innermost intercostal 8,attaches_to,Ribs 9,anatomy_textbook
Innermost intercostal 8,innervated_by,Intercostal Nerve T8,anatomy_textbook
Innermost intercostal 8,has_action,rib_depression,anatomy_textbook
Innermost intercostal 9,attaches_to,Ribs 9,anatomy_textbook
Innermost intercostal 9,attaches_to,Ribs 10,anatomy_textbook
Innermost intercostal 9,innervated_by,Intercostal Nerve T9,anatomy_textbook
Innermost intercostal 9,has_action,rib_depression,anatomy_textbook
Innermost intercostal 10,attaches_to,Ribs 10,anatomy_textbook
Innermost intercostal 10,attaches_to,Ribs 11,anatomy_textbook
Innermost intercostal 10,innervated_by,Intercostal Nerve T10,anatomy_textbook
Innermost intercostal 10,has_action,rib_depression,anatomy_textbook
Innermost intercostal 11,attaches_to,Ribs 11,anatomy_textbook
Innermost intercostal 11,attaches_to,Ribs 12,anatomy_textbook
Innermost intercostal 11,innervated_by,Intercostal Nerve T11,anatomy_textbook
Innermost intercostal 11,has_action,rib_depression,anatomy_textbook
Ribs 1,articulates_with,T1,anatomy_textbook
Ribs 1,articulates_with,Sternum,anatomy_textbook
Ribs 1,part_of,trunk,anatomy_textbook
Ribs 2,articulates_with,T2,anatomy_textbook
Ribs 2,articulates_with,Sternum,anatomy_textbook
Ribs 2,part_of,trunk,anatomy_textbook
Ribs 3,articulates_with,T3,anatomy_textbook
Ribs 3,articulates_with,Sternum,anatomy_textbook
Ribs 3,part_of,trunk,anatomy_textbook
Ribs 4,articulates_with,T4,anatomy_textbook
Ribs 4,articulates_with,Sternum,anatomy_textbook
Ribs 4,part_of,trunk,anatomy_textbook
Ribs 5,articulates_with,T5,anatomy_textbook
Ribs 5,articulates_with,Sternum,anatomy_textbook
Ribs 5,part_of,trunk,anatomy_textbook
Ribs 6,articulates_with,T6,anatomy_textbook
Ribs 6,articulates_with,Sternum,anatomy_textbook
Ribs 6,part_of,trunk,anatomy_textbook
Ribs 7,articulates_with,T7,anatomy_textbook
Ribs 7,articulates_with,Sternum,anatomy_textbook
Ribs 7,part_of,trunk,anatomy_textbook
Ribs 8,articulates_with,T8,anatomy_textbook
Ribs 8,part_of,trunk,anatomy_textbook
Ribs 9,articulates_with,T9,anatomy_textbook
Ribs 9,part_of,trunk,anatomy_textbook
Ribs 10,articulates_with,T10,anatomy_textbook
Ribs 10,part_of,trunk,anatomy_textbook
Ribs 11,articulates_with,T11,anatomy_textbook
Ribs 11,part_of,trunk,anatomy_textbook
Ribs 12,articulates_with,T12,anatomy_textbook
Ribs 12,part_of,trunk,anatomy_textbook
Frontal Bone,part_of,head,anatomy_textbook
Temporal Bone,part_of,head,anatomy_textbook
Sphenoid,part_of,head,anatomy_textbook
Zygomatic Bone,part_of,head,anatomy_textbook
Maxilla,part_of,head,anatomy_textbook
Lacrimal Bone,part_of,head,anatomy_textbook
Palatine bone,part_of,head,anatomy_textbook
Hyoid Bone,part_of,neck,anatomy_textbook
Navicular,part_of,lower_limb,anatomy_textbook
Cuboid,part_of,lower_limb,anatomy_textbook
Metatarsal 1,part_of,lower_limb,anatomy_textbook
Metatarsal 2,part_of,lower_limb,anatomy_textbook
Metatarsal 3,part_of,lower_limb,anatomy_textbook
Metatarsal 4,part_of,lower_limb,anatomy_textbook
Metatarsal 5,part_of,lower_limb,anatomy_textbook
Pisiform,part_of,upper_limb,anatomy_textbook
Hamate,part_of,upper_limb,anatomy_textbook
Trapezium,part_of,upper_limb,anatomy_textbook
Trapezoid,part_of,upper_limb,anatomy_textbook
Capitate,part_of,upper_limb,anatomy_textbook
Palmaris Brevis,attaches_to,Hand Flexor Retinaculum,anatomy_textbook
Palmaris Brevis,attaches_to,Palmar Aponeurosis,anatomy_textbook
Palmaris Brevis,innervated_by,Ulnar Nerve,anatomy_textbook
Palmaris Brevis,has_action,palmar_skin_wrinkling,anatomy_textbook
Abductor Digiti Minimi,attaches_to,Pisiform,anatomy_textbook
Abductor Digiti Minimi,attaches_to,Hand Proximal Phalanx 5,anatomy_textbook
Abductor Digiti Minimi,innervated_by,Ulnar Nerve,anatomy_textbook
Abductor Digiti Minimi,has_action,little_finger_abduction,anatomy_textbook
Flexor Digiti Minimi Brevis,attaches_to,Hamate,anatomy_textbook
Flexor Digiti Minimi Brevis,attaches_to,Hand Flexor Retinaculum,anatomy_textbook
Flexor Digiti Minimi Brevis,attaches_to,Hand Proximal Phalanx 5,anatomy_textbook
Flexor Digiti Minimi Brevis,innervated_by,Ulnar Nerve,anatomy_textbook
Flexor Digiti Minimi Brevis,has_action,little_finger_flexion,anatomy_textbook
Opponens Digiti Minimi,attaches_to,Hamate,anatomy_textbook
Opponens Digiti Minimi,attaches_to,Hand Flexor Retinaculum,anatomy_textbook
Opponens Digiti Minimi,attaches_to,Hand Metacarpal 5,anatomy_textbook
Opponens Digiti Minimi,innervated_by,Ulnar Nerve,anatomy_textbook
Opponens Digiti Minimi,has_action,little_finger_opposition,anatomy_textbook
Palmar Interossei 1,attaches_to,Hand Metacarpal 2,anatomy_textbook
Palmar Interossei 1,attaches_to,Hand Proximal Phalanx 2,anatomy_textbook
Palmar Interossei 1,innervated_by,Ulnar Nerve,anatomy_textbook
Palmar Interossei 1,has_action,finger_adduction,anatomy_textbook
Palmar Interossei 2,attaches_to,Hand Metacarpal 4,anatomy_textbook
Palmar Interossei 2,attaches_to,Hand Proximal Phalanx 4,anatomy_textbook
Palmar Interossei 2,innervated_by,Ulnar Nerve,anatomy_textbook
Palmar Interossei 2,has_action,finger_adduction,anatomy_textbook
Palmar Interossei  3,attaches_to,Hand Metacarpal 5,anatomy_textbook
Palmar Interossei  3,attaches_to,Hand Proximal Phalanx 5,anatomy_textbook
Palmar Interossei  3,innervated_by,Ulnar Nerve,anatomy_textbook
Palmar Interossei  3,has_action,finger_adduction,anatomy_textbook
Dorsal Interossei 1,attaches_to,Hand Metacarpal 1,anatomy_textbook
Dorsal Interossei 1,attaches_to,Hand Metacarpal 2,anatomy_textbook
Dorsal Interossei 1,attaches_to,Hand Proximal Phalanx 2,anatomy_textbook
Dorsal Interossei 1,innervated_by,Ulnar Nerve,anatomy_textbook
Dorsal Interossei 1,has_action,finger_abduction,anatomy_textbook
Dorsal Interossei 2,attaches_to,Hand Metacarpal 2,anatomy_textbook
Dorsal Interossei 2,attaches_to,Hand Metacarpal 3,anatomy_textbook
Dorsal Interossei 2,attaches_to,Hand Proximal Phalanx 3,anatomy_textbook
Dorsal Interossei 2,innervated_by,Ulnar Nerve,anatomy_textbook
Dorsal Interossei 2,has_action,finger_abduction,anatomy_textbook
Dorsal Interossei 3,attaches_to,Hand Metacarpal 3,anatomy_textbook
Dorsal Interossei 3,attaches_to,Hand Metacarpal 4,anatomy_textbook
Dorsal Interossei 3,attaches_to,Hand Proximal Phalanx 4,anatomy_textbook
Dorsal Interossei 3,innervated_by,Ulnar Nerve,anatomy_textbook
Dorsal Interossei 3,has_action,finger_abduction,anatomy_textbook
Dorsal Interossei 4,attaches_to,Hand Metacarpal 4,anatomy_textbook
Dorsal Interossei 4,attaches_to,Hand Metacarpal 5,anatomy_textbook
Dorsal Interossei 4,attaches_to,Hand Proximal Phalanx 5,anatomy_textbook
Dorsal Interossei 4,innervated_by,Ulnar Nerve,anatomy_textbook
Dorsal Interossei 4,has_action,finger_abduction,anatomy_textbook
Lumbrical 1,attaches_to,Flexor Digitorum Profundus Tendon,anatomy_textbook
Lumbrical 1,attaches_to,Hand Extensor Hood 2,anatomy_textbook
Lumbrical 1,innervated_by,Median Nerve,anatomy_textbook
Lumbrical 1,has_action,MCP_flexion,anatomy_textbook
Lumbrical 2,attaches_to,Flexor Digitorum Profundus Tendon,anatomy_textbook
Lumbrical 2,attaches_to,Hand Extensor Hood 3,anatomy_textbook
Lumbrical 2,innervated_by,Median Nerve,anatomy_textbook
Lumbrical 2,has_action,MCP_flexion,anatomy_textbook
Lumbrical 3,attaches_to,Flexor Digitorum Profundus Tendon,anatomy_textbook
Lumbrical 3,attaches_to,Hand Extensor Hood 4,anatomy_textbook
Lumbrical 3,innervated_by,Ulnar Nerve,anatomy_textbook
Lumbrical 3,has_action,MCP_flexion,anatomy_textbook
Lumbrical 4,attaches_to,Flexor Digitorum Profundus Tendon,anatomy_textbook
Lumbrical 4,attaches_to,Hand Extensor Hood 5,anatomy_textbook
Lumbrical 4,innervated_by,Ulnar Nerve,anatomy_textbook
Lumbrical 4,has_action,MCP_flexion,anatomy_textbook
Plantar Interossei 1,attaches_to,Metatarsal 3,anatomy_textbook
Plantar Interossei 1,attaches_to,Foot Proximal Phalanx 3,anatomy_textbook
Plantar Interossei 1,innervated_by,Lateral Plantar Nerve,anatomy_textbook
Plantar Interossei 1,has_action,toe_adduction,anatomy_textbook
Plantar Interossei 2,attaches_to,Metatarsal 4,anatomy_textbook
Plantar Interossei 2,attaches_to,Foot Proximal Phalanx 4,anatomy_textbook
Plantar Interossei 2,innervated_by,Lateral Plantar Nerve,anatomy_textbook
Plantar Interossei 2,has_action,toe_adduction,anatomy_textbook
Plantar Interossei 3,attaches_to,Metatarsal 5,anatomy_textbook
Plantar Interossei 3,attaches_to,Foot Proximal Phalanx 5,anatomy_textbook
Plantar Interossei 3,innervated_by,Lateral Plantar Nerve,anatomy_textbook
Plantar Interossei 3,has_action,toe_adduction,anatomy_textbook
Dorsal Interossei 1,attaches_to,Metatarsal 1,anatomy_textbook
Dorsal Interossei 1,attaches_to,Metatarsal 2,anatomy_textbook
Dorsal Interossei 1,attaches_to,Foot Proximal Phalanx 2,anatomy_textbook
Dorsal Interossei 2,attaches_to,Metatarsal 2,anatomy_textbook
Dorsal Interossei 2,attaches_to,Metatarsal 3,anatomy_textbook
Dorsal Interossei 2,attaches_to,Foot Proximal Phalanx 3,anatomy_textbook
Dorsal Interossei 3,attaches_to,Metatarsal 3,anatomy_textbook
Dorsal Interossei 3,attaches_to,Metatarsal 4,anatomy_textbook
Dorsal Interossei 3,attaches_to,Foot Proximal Phalanx 4,anatomy_textbook
Dorsal Interossei 4,attaches_to,Metatarsal 4,anatomy_textbook
Dorsal Interossei 4,attaches_to,Metatarsal 5,anatomy_textbook
Dorsal Interossei 4,attaches_to,Foot Proximal Phalanx 5,anatomy_textbook
Lumbrical 1,attaches_to,Flexor Digitorum Longus Tendon,anatomy_textbook
Lumbrical 1,attaches_to,Foot Proximal Phalanx 2,anatomy_textbook
Lumbrical 1,innervated_by,Medial Plantar Nerve,anatomy_textbook
Lumbrical 2,attaches_to,Flexor Digitorum Longus Tendon,anatomy_textbook
Lumbrical 2,attaches_to,Foot Proximal Phalanx 3,anatomy_textbook
Lumbrical 2,innervated_by,Lateral Plantar Nerve,anatomy_textbook
Lumbrical 3,attaches_to,Flexor Digitorum Longus Tendon,anatomy_textbook
Lumbrical 3,attaches_to,Foot Proximal Phalanx 4,anatomy_textbook
Lumbrical 3,innervated_by,Lateral Plantar Nerve,anatomy_textbook
Lumbrical 4,attaches_to,Flexor Digitorum Longus Tendon,anatomy_textbook
Lumbrical 4,attaches_to,Foot Proximal Phalanx 5,anatomy_textbook
Lumbrical 4,innervated_by,Lateral Plantar Nerve,anatomy_textbook
Flexor Digiti Minimi Brevis,attaches_to,Metatarsal 5,anatomy_textbook
Flexor Digiti Minimi Brevis,attaches_to,Foot Proximal Phalanx 5,anatomy_textbook
Flexor Digiti Minimi Brevis,innervated_by,Lateral Plantar Nerve,anatomy_textbook
Flexor Digiti Minimi Brevis,has_action,little_toe_flexion,anatomy_textbook
Abductor Digiti Minimi,attaches_to,Calcaneus,anatomy_textbook
Abductor Digiti Minimi,attaches_to,Foot Proximal Phalanx 5,anatomy_textbook
Abductor Digiti Minimi,innervated_by,Lateral Plantar Nerve,anatomy_textbook
Abductor Digiti Minimi,has_action,little_toe_abduction,anatomy_textbook
Obliquus Capitis Inferior,attaches_to,C1 (Atlas),anatomy_textbook
Obliquus Capitis Inferior,attaches_to,C2 (Axis),anatomy_textbook
Obliquus Capitis Inferior,innervated_by,Suboccipital Nerve,anatomy_textbook
Obliquus Capitis Inferior,has_action,head_rotation,anatomy_textbook
Obliquus Capitis Superior,attaches_to,C1 (Atlas),anatomy_textbook
Obliquus Capitis Superior,attaches_to,Occipital Bone,anatomy_textbook
Obliquus Capitis Superior,innervated_by,Suboccipital Nerve,anatomy_textbook
Obliquus Capitis Superior,has_action,head_extension,anatomy_textbook
Rectus Capitis Posterior Major,attaches_to,C2 (Axis),anatomy_textbook
Rectus Capitis Posterior Major,attaches_to,Occipital Bone,anatomy_textbook
Rectus Capitis Posterior Major,innervated_by,Suboccipital Nerve,anatomy_textbook
Rectus Capitis Posterior Major,has_action,head_extension,anatomy_textbook
Rectus Capitis Posterior Minor,attaches_to,C1 (Atlas),anatomy_textbook
Rectus Capitis Posterior Minor,attaches_to,Occipital Bone,anatomy_textbook
Rectus Capitis Posterior Minor,innervated_by,Suboccipital Nerve,anatomy_textbook
Rectus Capitis Posterior Minor,has_action,head_extension,anatomy_textbook
Longus Capitis,attaches_to,C3,anatomy_textbook
Longus Capitis,attaches_to,C4,anatomy_textbook
Longus Capitis,attaches_to,C5,anatomy_textbook
Longus Capitis,attaches_to,C6,anatomy_textbook
Longus Capitis,attaches_to,Occipital Bone,anatomy_textbook
Longus Capitis,innervated_by,Anterior Rami Cervical Nerves,anatomy_textbook
Longus Capitis,has_action,head_flexion,anatomy_textbook
Rectus Capitis Anterior,attaches_to,C1 (Atlas),anatomy_textbook
Rectus Capitis Anterior,attaches_to,Occipital Bone,anatomy_textbook
Rectus Capitis Anterior,innervated_by,Anterior Rami Cervical Nerves,anatomy_textbook
Rectus Capitis Anterior,has_action,head_flexion,anatomy_textbook
Rectus Capitis Lateralis,attaches_to,C1 (Atlas),anatomy_textbook
Rectus Capitis Lateralis,attaches_to,Occipital Bone,anatomy_textbook
Rectus Capitis Lateralis,innervated_by,Anterior Rami Cervical Nerves,anatomy_textbook
Rectus Capitis Lateralis,has_action,head_lateral_flexion,anatomy_textbook
Scalene Minimus,attaches_to,C6,anatomy_textbook
Scalene Minimus,attaches_to,C7,anatomy_textbook
Scalene Minimus,attaches_to,Ribs 1,anatomy_textbook
Scalene Minimus,innervated_by,Anterior Rami Cervical Nerves,anatomy_textbook
Scalene Minimus,has_action,rib_elevation,anatomy_textbook
Semispinalis Thoracis,attaches_to,T6,anatomy_textbook
Semispinalis Thoracis,attaches_to,T7,anatomy_textbook
Semispinalis Thoracis,attaches_to,T8,anatomy_textbook
Semispinalis Thoracis,attaches_to,T9,anatomy_textbook
Semispinalis Thoracis,attaches_to,T10,anatomy_textbook
Semispinalis Thoracis,attaches_to,C6,anatomy_textbook
Semispinalis Thoracis,attaches_to,C7,anatomy_textbook
Semispinalis Thoracis,attaches_to,T1,anatomy_textbook
Semispinalis Thoracis,attaches_to,T2,anatomy_textbook
Semispinalis Thoracis,attaches_to,T3,anatomy_textbook
Semispinalis Thoracis,attaches_to,T4,anatomy_textbook
Semispinalis Thoracis,innervated_by,Posterior Rami Spinal Nerves,anatomy_textbook
Semispinalis Thoracis,has_action,trunk_extension,anatomy_textbook
Semispinalis Thoracis,has_action,trunk_rotation,anatomy_textbook
Semispinalis Cervicis,attaches_to,T1,anatomy_textbook
Semispinalis Cervicis,attaches_to,T2,anatomy_textbook
Semispinalis Cervicis,attaches_to,T3,anatomy_textbook
Semispinalis Cervicis,attaches_to,T4,anatomy_textbook
Semispinalis Cervicis,attaches_to,T5,anatomy_textbook
Semispinalis Cervicis,attaches_to,T6,anatomy_textbook
Semispinalis Cervicis,attaches_to,C2 (Axis),anatomy_textbook
Semispinalis Cervicis,attaches_to,C3,anatomy_textbook
Semispinalis Cervicis,attaches_to,C4,anatomy_textbook
Semispinalis Cervicis,attaches_to,C5,anatomy_textbook
Semispinalis Cervicis,innervated_by,Posterior Rami Spinal Nerves,anatomy_textbook
Semispinalis Cervicis,has_action,cervical_extension,anatomy_textbook
Semispinalis Capitis,attaches_to,C4,anatomy_textbook
Semispinalis Capitis,attaches_to,C5,anatomy_textbook
Semispinalis Capitis,attaches_to,C6,anatomy_textbook
Semispinalis Capitis,attaches_to,C7,anatomy_textbook
Semispinalis Capitis,attaches_to,T1,anatomy_textbook
Semispinalis Capitis,attaches_to,T2,anatomy_textbook
Semispinalis Capitis,attaches_to,T3,anatomy_textbook
Semispinalis Capitis,attaches_to,T4,anatomy_textbook
Semispinalis Capitis,attaches_to,T5,anatomy_textbook
Semispinalis Capitis,attaches_to,T6,anatomy_textbook
Semispinalis Capitis,attaches_to,Occipital Bone,anatomy_textbook
Semispinalis Capitis,innervated_by,Posterior Rami Spinal Nerves,anatomy_textbook
Semispinalis Capitis,has_action,head_extension,anatomy_textbook
Spinalis Thoracis,attaches_to,T11,anatomy_textbook
Spinalis Thoracis,attaches_to,T12,anatomy_textbook
Spinalis Thoracis,attaches_to,L1,anatomy_textbook
Spinalis Thoracis,attaches_to,L2,anatomy_textbook
Spinalis Thoracis,attaches_to,T4,anatomy_textbook
Spinalis Thoracis,attaches_to,T5,anatomy_textbook
Spinalis Thoracis,attaches_to,T6,anatomy_textbook
Spinalis Thoracis,attaches_to,T7,anatomy_textbook
Spinalis Thoracis,attaches_to,T8,anatomy_textbook
Spinalis Thoracis,innervated_by,Posterior Rami Spinal Nerves,anatomy_textbook
Spinalis Thoracis,has_action,trunk_extension,anatomy_textbook
Spinalis Cervicis,attaches_to,C6,anatomy_textbook
Spinalis Cervicis,attaches_to,C7,anatomy_textbook
Spinalis Cervicis,attaches_to,C2 (Axis),anatomy_textbook
Spinalis Cervicis,attaches_to,C3,anatomy_textbook
Spinalis Cervicis,attaches_to,C4,anatomy_textbook
Spinalis Cervicis,innervated_by,Posterior Rami Spinal Nerves,anatomy_textbook
Spinalis Cervicis,has_action,cervical_extension,anatomy_textbook
Spinalis Capitis,attaches_to,C7,anatomy_textbook
Spinalis Capitis,attaches_to,T1,anatomy_textbook
Spinalis Capitis,attaches_to,Occipital Bone,anatomy_textbook
Spinalis Capitis,innervated_by,Posterior Rami Spinal Nerves,anatomy_textbook
Spinalis Capitis,has_action,head_extension,anatomy_textbook
Subcostalis 1,attaches_to,Ribs 1,anatomy_textbook
Subcostalis 1,attaches_to,Ribs 3,anatomy_textbook
Subcostalis 1,innervated_by,Intercostal Nerves,anatomy_textbook
Subcostalis 1,has_action,rib_depression,anatomy_textbook
Subcostalis 2,attaches_to,Ribs 2,anatomy_textbook
Subcostalis 2,attaches_to,Ribs 4,anatomy_textbook
Subcostalis 2,innervated_by,Intercostal Nerves,anatomy_textbook
Subcostalis 2,has_action,rib_depression,anatomy_textbook
Subcostalis 3,attaches_to,Ribs 3,anatomy_textbook
Subcostalis 3,attaches_to,Ribs 5,anatomy_textbook
Subcostalis 3,innervated_by,Intercostal Nerves,anatomy_textbook
Subcostalis 3,has_action,rib_depression,anatomy_textbook
Subcostalis 4,attaches_to,Ribs 4,anatomy_textbook
Subcostalis 4,attaches_to,Ribs 6,anatomy_textbook
Subcostalis 4,innervated_by,Intercostal Nerves,anatomy_textbook
Subcostalis 4,has_action,rib_depression,anatomy_textbook
Subcostalis 6,attaches_to,Ribs 6,anatomy_textbook
Subcostalis 6,attaches_to,Ribs 8,anatomy_textbook
Subcostalis 6,innervated_by,Intercostal Nerves,anatomy_textbook
Subcostalis 6,has_action,rib_depression,anatomy_textbook
Gastrocnemius,synergist_of,Plantaris,anatomy_textbook
Tibialis Anterior,synergist_of,Extensor Hallucis Longus,anatomy_textbook
Tibialis Anterior,synergist_of,Extensor Digitorum Longus,anatomy_textbook
Peroneus Longus,antagonist_of,Tibialis Posterior,anatomy_textbook
Tibialis Posterior,synergist_of,Tibialis Anterior,anatomy_textbook
Flexor Digitorum Longus,synergist_of,Flexor Hallucis Longus,anatomy_textbook
Flexor Hallucis Longus,synergist_of,Flexor Digitorum Longus,anatomy_textbook
Extensor Digitorum Longus,synergist_of,Extensor Hallucis Longus,anatomy_textbook
Extensor Hallucis Longus,synergist_of,Extensor Digitorum Longus,anatomy_textbook
Extensor Digitorum Longus,antagonist_of,Flexor Digitorum Longus,anatomy_textbook
Extensor Hallucis Longus,antagonist_of,Flexor Hallucis Longus,anatomy_textbook
Soleus,antagonist_of,Tibialis Anterior,anatomy_textbook
Flexor Digitorum Superficialis,synergist_of,Flexor Digitorum Profundus,anatomy_textbook
Flexor Digitorum Profundus,synergist_of,Flexor Digitorum Superficialis,anatomy_textbook
Extensor Digitorum,synergist_of,Extensor Indicis,anatomy_textbook
Extensor Digitorum,antagonist_of,Flexor Digitorum Profundus,anatomy_textbook
Extensor Carpi Radialis Longus,synergist_of,Extensor Carpi Radialis Brevis,anatomy_textbook
Extensor Carpi Radialis Brevis,synergist_of,Extensor Carpi Radialis Longus,anatomy_textbook
Flexor Carpi Radialis,synergist_of,Palmaris Longus,anatomy_textbook
Palmaris Longus,synergist_of,Flexor Carpi Radialis,anatomy_textbook
Rectus Femoris,synergist_of,Sartorius,anatomy_textbook
Sartorius,synergist_of,Rectus Femoris,anatomy_textbook
Gracilis,synergist_of,Adductor Longus,anatomy_textbook
Adductor Longus,synergist_of,Gracilis,anatomy_textbook
Adductor Magnus,synergist_of,Gluteus Maximus,anatomy_textbook
Gluteus Maximus,synergist_of,Biceps Femoris,anatomy_textbook
Biceps Femoris,synergist_of,Semimembranosus,anatomy_textbook
Semimembranosus,synergist_of,Biceps Femoris,anatomy_textbook
Rectus Femoris,antagonist_of,Semimembranosus,anatomy_textbook
Gluteus Maximus,antagonist_of,Iliacus,anatomy_textbook
Gluteus Medius,antagonist_of,Adductor Longus,anatomy_textbook
Gluteus Medius,antagonist_of,Adductor Brevis,anatomy_textbook
Gluteus Medius,antagonist_of,Adductor Magnus,anatomy_textbook
Pectoralis Major,synergist_of,Latissimus Dorsi,anatomy_textbook
Pectoralis Major,synergist_of,Subscapularis,anatomy_textbook
Deltoid,synergist_of,Coracobrachialis,anatomy_textbook
Teres Major,antagonist_of,Deltoid,anatomy_textbook
Teres Major,synergist_of,Subscapularis,anatomy_textbook
Infraspinatus,antagonist_of,Subscapularis,anatomy_textbook
Teres Minor,antagonist_of,Subscapularis,anatomy_textbook
Pronator Teres,synergist_of,Pronator Quadratus,anatomy_textbook
Pronator Quadratus,antagonist_of,Supinator,anatomy_textbook
